checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue
CHK0312,USR0064,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/22/2024 07:26:19 PM,51,97,Friday,19,0,Sunny,25-34,Music,Medium,48,64,Live Music,Returning,Recommend Metro Nightclub
CHK0313,USR0159,VEN008,City Mall,Mall,40.7261,-74.007,05/16/2024 04:29:06 PM,76,99,Thursday,16,0,Clear,45+,Food,High,60,83,Weekend Party,New,Recommend Downtown Food Court
CHK0314,USR0077,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/12/2024 01:27:52 PM,78,32,Friday,13,0,Cloudy,35-44,Nightlife,Medium,43,72,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0315,USR0075,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/17/2024 11:12:30 PM,70,94,Friday,23,0,Sunny,18-24,Music,Medium,58,74,Concert,Returning,Recommend Metro Nightclub
CHK0316,USR0145,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 05:20:24 PM,68,79,Monday,17,0,Clear,25-34,Nightlife,Medium,49,67,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0317,USR0182,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/15/2024 11:11:43 PM,34,69,Wednesday,23,0,Cloudy,45+,Nightlife,Medium,40,56,Happy Hour,New,Recommend Downtown Food Court
CHK0318,USR0173,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/26/2024 08:53:44 PM,95,63,Friday,20,0,Clear,18-24,Social,Medium,54,83,Dinner Special,Returning,Recommend Downtown Food Court
CHK0319,USR0019,VEN008,City Mall,Mall,40.7261,-74.007,03/18/2024 04:15:16 PM,59,62,Monday,16,0,Cloudy,45+,Food,Medium,44,62,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0320,USR0140,VEN008,City Mall,Mall,40.7261,-74.007,05/16/2024 03:25:34 PM,89,88,Thursday,15,0,Sunny,45+,Shopping,High,68,83,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0321,USR0064,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/16/2024 11:51:34 PM,91,126,Tuesday,23,0,Sunny,25-34,Music,Medium,75,73,Live Music,Returning,Recommend Harborview Bar
CHK0322,USR0193,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/22/2024 08:02:36 PM,70,88,Friday,20,0,Rainy,25-34,Music,Medium,53,71,Live Music,Returning,Recommend Metro Nightclub
CHK0323,USR0177,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/25/2024 12:06:16 PM,27,68,Thursday,12,0,Clear,18-24,Business,Medium,40,50,Weekend Party,New,Recommend Metro Nightclub
CHK0324,USR0089,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/29/2024 01:25:29 PM,31,42,Friday,13,0,Cloudy,25-34,Coffee,High,40,58,Weekend Party,New,Recommend Greenfield Gym
CHK0325,USR0037,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/01/2024 09:26:58 AM,35,154,Wednesday,9,0,Rainy,45+,Food,Medium,66,53,Happy Hour,New,Recommend Harborview Bar
CHK0326,USR0185,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/09/2024 04:50:13 PM,54,109,Tuesday,16,0,Sunny,45+,Nightlife,Medium,65,58,Live Music,Returning,Recommend Metro Nightclub
CHK0327,USR0028,VEN008,City Mall,Mall,40.7261,-74.007,04/10/2024 11:02:51 AM,39,89,Wednesday,11,0,Cloudy,45+,Shopping,Medium,54,50,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0328,USR0104,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/01/2024 11:35:10 AM,37,40,Monday,11,0,Sunny,35-44,Food,Medium,40,54,Business Meetup,Returning,Recommend TechHub Coworking
CHK0329,USR0152,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/24/2024 01:27:25 PM,44,35,Sunday,13,1,Clear,18-24,Shopping,Medium,40,54,Morning Workout,New,Recommend TechHub Coworking
CHK0330,USR0148,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/19/2024 12:13:13 AM,15,15,Friday,0,0,Clear,35-44,Business,Medium,40,50,Lunch Rush,New,Recommend Seaside Restaurant
CHK0331,USR0136,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/08/2024 04:20:12 PM,21,117,Wednesday,16,0,Sunny,25-34,Fitness,Medium,50,50,Networking Event,Returning,Recommend Metro Nightclub
CHK0332,USR0045,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/16/2024 04:25:37 PM,50,118,Thursday,16,0,Clear,35-44,Coffee,Medium,59,66,Live Music,New,Recommend Metro Nightclub
CHK0333,USR0096,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/18/2024 03:43:08 PM,22,63,Saturday,15,1,Sunny,45+,Social,Medium,40,50,Networking Event,Returning,Recommend Riverwalk Park
CHK0334,USR0138,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/05/2024 09:38:08 AM,69,50,Sunday,9,1,Sunny,35-44,Business,High,48,69,Business Meetup,New,Recommend TechHub Coworking
CHK0335,USR0092,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/11/2024 07:18:08 AM,76,38,Saturday,7,1,Clear,45+,Social,Medium,46,73,Morning Workout,New,Recommend TechHub Coworking
CHK0336,USR0176,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/02/2024 12:52:24 PM,15,109,Thursday,12,0,Rainy,35-44,Fitness,High,40,50,Weekend Party,New,Recommend Harborview Bar
CHK0337,USR0057,VEN008,City Mall,Mall,40.7261,-74.007,04/23/2024 05:28:31 PM,49,77,Tuesday,17,0,Clear,35-44,Nightlife,Low,46,60,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0338,USR0197,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/05/2024 08:34:18 AM,57,73,Tuesday,8,0,Clear,35-44,Fitness,Medium,40,60,Business Meetup,New,Recommend Riverwalk Park
CHK0339,USR0139,VEN008,City Mall,Mall,40.7261,-74.007,05/10/2024 03:36:07 PM,35,71,Friday,15,0,Clear,45+,Coffee,Medium,40,59,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0340,USR0009,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/26/2024 11:27:06 PM,79,114,Friday,23,0,Cloudy,45+,Music,Medium,70,76,Live Music,Returning,Recommend Harborview Bar
CHK0341,USR0061,VEN008,City Mall,Mall,40.7261,-74.007,04/03/2024 01:52:05 PM,92,101,Wednesday,13,0,Sunny,45+,Nightlife,Medium,67,92,Lunch Rush,New,Recommend Downtown Food Court
CHK0342,USR0053,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/15/2024 07:55:45 PM,74,86,Wednesday,19,0,Sunny,18-24,Shopping,High,62,73,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0343,USR0075,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/08/2024 06:34:17 PM,75,111,Friday,18,0,Sunny,18-24,Music,Medium,65,75,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0344,USR0193,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/13/2024 08:54:32 AM,27,53,Monday,8,0,Rainy,25-34,Music,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park
CHK0345,USR0183,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/08/2024 10:55:41 PM,24,19,Friday,22,0,Clear,18-24,Fitness,Medium,40,52,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK0346,USR0107,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/01/2024 09:43:25 PM,75,100,Monday,21,0,Sunny,18-24,Shopping,Medium,62,70,Live Music,New,Recommend Metro Nightclub
CHK0347,USR0178,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/27/2024 09:50:56 AM,25,28,Saturday,9,1,Cloudy,18-24,Fitness,Medium,40,50,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK0348,USR0188,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/28/2024 11:20:37 PM,76,76,Sunday,23,1,Clear,18-24,Social,Low,48,71,Concert,Returning,Recommend Metro Nightclub
CHK0349,USR0110,VEN008,City Mall,Mall,40.7261,-74.007,05/21/2024 04:22:54 PM,59,90,Tuesday,16,0,Clear,45+,Music,Low,53,71,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0350,USR0125,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/03/2024 01:53:18 PM,71,68,Friday,13,0,Sunny,45+,Fitness,High,58,73,Happy Hour,Returning,Recommend Downtown Food Court
CHK0351,USR0041,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/27/2024 09:02:06 PM,83,107,Monday,21,0,Sunny,45+,Nightlife,Medium,73,71,Concert,Returning,Recommend Metro Nightclub
CHK0352,USR0078,VEN008,City Mall,Mall,40.7261,-74.007,04/28/2024 12:27:12 AM,23,62,Sunday,0,1,Rainy,45+,Shopping,High,40,50,Retail Promotion,New,Recommend Downtown Food Court
CHK0353,USR0014,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/05/2024 07:23:16 AM,70,36,Friday,7,0,Clear,35-44,Coffee,High,46,72,Lunch Rush,Returning,Recommend TechHub Coworking
CHK0354,USR0001,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/20/2024 12:44:48 PM,81,32,Monday,12,0,Clear,25-34,Social,Medium,44,68,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0355,USR0088,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/01/2024 10:37:14 AM,34,66,Wednesday,10,0,Sunny,35-44,Fitness,High,40,56,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0356,USR0027,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/24/2024 09:30:04 PM,89,119,Wednesday,21,0,Clear,45+,Social,Medium,64,80,Networking Event,Returning,Recommend Metro Nightclub
CHK0357,USR0174,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/17/2024 10:08:24 PM,42,87,Wednesday,22,0,Cloudy,25-34,Business,High,44,52,Weekend Party,Returning,Recommend Metro Nightclub
CHK0358,USR0161,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/09/2024 11:00:39 AM,25,37,Saturday,11,1,Cloudy,35-44,Food,Medium,40,50,Morning Workout,New,Recommend TechHub Coworking
CHK0359,USR0032,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/22/2024 12:28:55 PM,45,36,Monday,12,0,Clear,35-44,Business,Medium,40,61,Business Meetup,Returning,Recommend TechHub Coworking
CHK0360,USR0064,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/19/2024 12:27:20 PM,35,66,Friday,12,0,Cloudy,25-34,Music,Medium,42,55,Weekend Party,Returning,Recommend Greenfield Gym
CHK0361,USR0169,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/16/2024 02:38:18 PM,55,116,Thursday,14,0,Cloudy,45+,Food,Medium,68,68,Business Meetup,Returning,Recommend Central Coffee House
CHK0362,USR0062,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 01:32:12 PM,20,60,Wednesday,13,0,Cloudy,35-44,Business,Medium,40,51,Business Meetup,Returning,Recommend Riverwalk Park
CHK0363,USR0093,VEN008,City Mall,Mall,40.7261,-74.007,04/19/2024 11:31:40 AM,7,68,Friday,11,0,Sunny,25-34,Nightlife,Medium,40,50,Retail Promotion,New,Recommend Downtown Food Court
CHK0364,USR0121,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/17/2024 05:53:36 PM,34,92,Sunday,17,1,Sunny,45+,Shopping,Medium,43,51,Concert,Returning,Recommend Metro Nightclub
CHK0365,USR0102,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/03/2024 09:00:16 PM,95,83,Sunday,21,1,Clear,18-24,Nightlife,Medium,55,81,Happy Hour,Returning,Recommend Metro Nightclub
CHK0366,USR0138,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/06/2024 12:32:49 PM,10,154,Saturday,12,1,Sunny,35-44,Business,High,50,50,Networking Event,New,Recommend Central Coffee House
CHK0367,USR0040,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/18/2024 04:05:19 AM,29,127,Saturday,4,1,Clear,45+,Coffee,Medium,57,60,Business Meetup,Returning,Recommend Central Coffee House
CHK0368,USR0179,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/11/2024 11:40:48 AM,64,172,Thursday,11,0,Cloudy,18-24,Shopping,Medium,89,68,Business Meetup,Returning,Recommend Central Coffee House
CHK0369,USR0080,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/31/2024 07:05:59 AM,15,22,Sunday,7,1,Sunny,45+,Music,Medium,40,50,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK0370,USR0133,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/16/2024 04:08:44 AM,5,27,Saturday,4,1,Clear,25-34,Business,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking
CHK0371,USR0008,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/22/2024 09:47:49 AM,33,53,Friday,9,0,Cloudy,18-24,Shopping,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park
CHK0372,USR0117,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/24/2024 03:04:16 PM,51,97,Wednesday,15,0,Cloudy,25-34,Fitness,Medium,48,57,Live Music,New,Recommend Metro Nightclub
CHK0373,USR0147,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/16/2024 08:54:36 AM,43,230,Tuesday,8,0,Clear,35-44,Social,High,85,63,Networking Event,Returning,Recommend Central Coffee House
CHK0374,USR0094,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/30/2024 10:00:02 PM,90,102,Saturday,22,1,Cloudy,45+,Food,Medium,79,80,Live Music,Returning,Recommend Metro Nightclub
CHK0375,USR0108,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/20/2024 11:54:02 AM,98,39,Wednesday,11,0,Sunny,25-34,Coffee,Medium,58,81,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0376,USR0031,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/11/2024 12:58:46 PM,88,65,Thursday,12,0,Sunny,35-44,Business,High,65,77,Happy Hour,Returning,Recommend Downtown Food Court
CHK0377,USR0018,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/26/2024 05:11:14 PM,32,164,Sunday,17,1,Cloudy,35-44,Social,Low,70,52,Networking Event,Returning,Recommend Central Coffee House
CHK0378,USR0075,VEN008,City Mall,Mall,40.7261,-74.007,04/06/2024 05:19:20 PM,78,103,Saturday,17,1,Clear,18-24,Music,Medium,58,76,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0379,USR0199,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 05:15:29 PM,88,60,Monday,17,0,Sunny,35-44,Fitness,High,66,87,Morning Workout,Returning,Recommend Greenfield Gym
CHK0380,USR0089,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/09/2024 08:15:09 PM,80,84,Thursday,20,0,Clear,25-34,Coffee,High,61,75,Happy Hour,New,Recommend Downtown Food Court
CHK0381,USR0136,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/12/2024 12:42:24 AM,16,99,Friday,0,0,Cloudy,25-34,Fitness,Medium,41,50,Weekend Party,Returning,Recommend Harborview Bar
CHK0382,USR0134,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/23/2024 05:03:09 PM,78,96,Tuesday,17,0,Cloudy,25-34,Nightlife,Medium,70,76,Happy Hour,Returning,Recommend Downtown Food Court
CHK0383,USR0101,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 06:29:47 PM,65,36,Wednesday,18,0,Clear,45+,Coffee,Low,40,71,Lunch Rush,New,Recommend Seaside Restaurant
CHK0384,USR0081,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/15/2024 08:27:42 PM,68,109,Wednesday,20,0,Rainy,25-34,Nightlife,High,66,71,Networking Event,New,Recommend Metro Nightclub
CHK0385,USR0035,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 06:20:20 PM,63,48,Wednesday,18,0,Sunny,25-34,Music,Medium,49,62,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0386,USR0198,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/14/2024 09:10:28 AM,34,58,Thursday,9,0,Sunny,18-24,Fitness,High,40,53,Weekend Party,Returning,Recommend Greenfield Gym
CHK0387,USR0181,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/27/2024 01:16:54 PM,91,100,Saturday,13,1,Clear,45+,Coffee,Medium,66,78,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0388,USR0102,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/06/2024 10:54:20 AM,39,24,Wednesday,10,0,Clear,18-24,Nightlife,Medium,40,54,Morning Workout,Returning,Recommend Greenfield Gym
CHK0389,USR0116,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/07/2024 03:16:52 PM,68,193,Thursday,15,0,Rainy,45+,Social,High,88,75,Business Meetup,Returning,Recommend Central Coffee House
CHK0390,USR0200,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/10/2024 10:29:06 AM,66,189,Friday,10,0,Cloudy,25-34,Food,Low,91,82,Live Music,Returning,Recommend Central Coffee House
CHK0391,USR0151,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/17/2024 12:25:23 PM,83,78,Sunday,12,1,Cloudy,18-24,Nightlife,Medium,64,72,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0392,USR0085,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/10/2024 05:04:12 AM,9,55,Sunday,5,1,Rainy,45+,Fitness,Medium,40,50,Networking Event,New,Recommend Riverwalk Park
CHK0393,USR0128,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/06/2024 11:03:10 PM,52,102,Wednesday,23,0,Rainy,45+,Social,Medium,51,72,Live Music,New,Recommend Metro Nightclub
CHK0394,USR0039,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/18/2024 11:11:22 PM,90,150,Thursday,23,0,Clear,35-44,Social,Medium,97,77,Weekend Party,Returning,Recommend Harborview Bar
CHK0395,USR0016,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/18/2024 11:15:41 PM,89,148,Saturday,23,1,Clear,35-44,Shopping,Medium,94,77,Happy Hour,New,Recommend Harborview Bar
CHK0396,USR0140,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/05/2024 07:26:12 PM,46,76,Friday,19,0,Sunny,45+,Shopping,High,40,60,Happy Hour,Returning,Recommend Metro Nightclub
CHK0397,USR0129,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/18/2024 11:22:30 PM,65,130,Thursday,23,0,Sunny,35-44,Music,Medium,67,54,Live Music,New,Recommend Harborview Bar
CHK0398,USR0072,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/19/2024 03:01:20 PM,75,114,Friday,15,0,Sunny,45+,Food,High,71,72,Concert,New,Recommend Metro Nightclub
CHK0399,USR0169,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/30/2024 10:49:37 PM,41,116,Tuesday,22,0,Rainy,45+,Food,Medium,57,51,Weekend Party,Returning,Recommend Harborview Bar
CHK0400,USR0148,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/04/2024 05:50:58 PM,61,39,Thursday,17,0,Cloudy,35-44,Business,Medium,40,61,Lunch Rush,New,Recommend Downtown Food Court
CHK0401,USR0179,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/15/2024 07:54:11 PM,21,15,Monday,19,0,Clear,18-24,Shopping,Medium,40,50,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0402,USR0049,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/15/2024 03:44:22 AM,10,78,Wednesday,3,0,Rainy,18-24,Food,High,40,50,Live Music,New,Recommend Metro Nightclub
CHK0403,USR0135,VEN008,City Mall,Mall,40.7261,-74.007,05/09/2024 01:31:02 PM,67,108,Thursday,13,0,Clear,25-34,Coffee,High,73,79,Lunch Rush,New,Recommend Downtown Food Court
CHK0404,USR0083,VEN008,City Mall,Mall,40.7261,-74.007,03/01/2024 01:39:12 PM,59,102,Friday,13,0,Cloudy,45+,Music,Medium,56,65,Lunch Rush,New,Recommend Downtown Food Court
CHK0405,USR0094,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/03/2024 07:45:58 PM,26,132,Sunday,19,1,Clear,45+,Food,Medium,45,50,Live Music,Returning,Recommend Harborview Bar
CHK0406,USR0041,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/17/2024 09:42:25 PM,69,109,Wednesday,21,0,Sunny,45+,Nightlife,Medium,58,80,Live Music,Returning,Recommend Metro Nightclub
CHK0407,USR0158,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/21/2024 08:41:20 PM,51,28,Tuesday,20,0,Clear,45+,Shopping,Medium,40,65,Retail Promotion,New,Recommend Seaside Restaurant
CHK0408,USR0046,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/29/2024 08:52:11 PM,81,93,Friday,20,0,Sunny,18-24,Fitness,Medium,68,76,Live Music,Returning,Recommend Metro Nightclub
CHK0409,USR0155,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/29/2024 11:25:54 PM,79,127,Wednesday,23,0,Rainy,18-24,Food,Medium,75,69,Happy Hour,New,Recommend Harborview Bar
CHK0410,USR0061,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/18/2024 03:36:06 PM,74,133,Saturday,15,1,Rainy,45+,Nightlife,Medium,78,74,Live Music,New,Recommend Metro Nightclub
CHK0411,USR0086,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/10/2024 02:56:05 PM,46,70,Wednesday,14,0,Cloudy,25-34,Fitness,Medium,47,54,Weekend Party,New,Recommend Metro Nightclub
CHK0412,USR0001,VEN008,City Mall,Mall,40.7261,-74.007,03/02/2024 01:15:44 PM,87,110,Saturday,13,1,Clear,25-34,Social,Medium,70,80,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0413,USR0140,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/19/2024 10:26:10 PM,29,115,Friday,22,0,Cloudy,45+,Shopping,High,45,50,Live Music,Returning,Recommend Harborview Bar
CHK0414,USR0116,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/13/2024 06:50:55 PM,61,29,Wednesday,18,0,Sunny,45+,Social,High,40,68,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0415,USR0097,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/05/2024 06:20:16 PM,46,94,Tuesday,18,0,Rainy,18-24,Social,Low,46,54,Happy Hour,Returning,Recommend Metro Nightclub
CHK0416,USR0181,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/10/2024 11:57:05 AM,67,44,Sunday,11,1,Sunny,45+,Coffee,Medium,40,67,Lunch Rush,Returning,Recommend TechHub Coworking
CHK0417,USR0053,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/25/2024 11:10:38 PM,86,140,Thursday,23,0,Cloudy,18-24,Shopping,High,87,73,Weekend Party,Returning,Recommend Harborview Bar
CHK0418,USR0061,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/22/2024 07:46:59 PM,82,91,Monday,19,0,Cloudy,45+,Nightlife,Medium,66,71,Dinner Special,New,Recommend Downtown Food Court
CHK0419,USR0023,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/07/2024 07:35:53 PM,45,89,Thursday,19,0,Sunny,35-44,Food,High,45,63,Networking Event,Returning,Recommend Metro Nightclub
CHK0420,USR0021,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/24/2024 04:30:12 PM,43,81,Friday,16,0,Clear,25-34,Music,Medium,54,50,Morning Workout,New,Recommend Riverwalk Park
CHK0421,USR0140,VEN008,City Mall,Mall,40.7261,-74.007,03/15/2024 01:25:30 PM,73,90,Friday,13,0,Sunny,45+,Shopping,High,68,72,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0422,USR0068,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/24/2024 12:24:23 PM,98,46,Sunday,12,1,Clear,25-34,Food,Medium,56,87,Dinner Special,New,Recommend Seaside Restaurant
CHK0423,USR0139,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/04/2024 06:09:48 PM,71,88,Thursday,18,0,Cloudy,45+,Coffee,Medium,51,70,Happy Hour,Returning,Recommend Downtown Food Court
CHK0424,USR0176,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/15/2024 11:03:53 AM,64,32,Wednesday,11,0,Sunny,35-44,Fitness,High,40,71,Retail Promotion,New,Recommend Seaside Restaurant
CHK0425,USR0129,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 06:30:19 PM,58,76,Monday,18,0,Clear,35-44,Music,Medium,49,66,Retail Promotion,New,Recommend Downtown Food Court
CHK0426,USR0043,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/06/2024 05:43:39 PM,60,54,Monday,17,0,Clear,35-44,Business,Low,40,63,Concert,Returning,Recommend Greenfield Gym
CHK0427,USR0161,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/25/2024 11:27:05 AM,10,77,Monday,11,0,Rainy,35-44,Food,Medium,40,50,Dinner Special,New,Recommend Downtown Food Court
CHK0428,USR0102,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/16/2024 08:58:46 AM,85,54,Thursday,8,0,Rainy,18-24,Nightlife,Medium,53,79,Business Meetup,Returning,Recommend TechHub Coworking
CHK0429,USR0151,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/11/2024 05:33:29 PM,73,191,Thursday,17,0,Rainy,18-24,Nightlife,Medium,86,83,Business Meetup,Returning,Recommend Central Coffee House
CHK0430,USR0026,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/23/2024 09:09:09 AM,48,133,Tuesday,9,0,Sunny,25-34,Fitness,Low,61,63,Networking Event,New,Recommend Central Coffee House
CHK0431,USR0068,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/12/2024 10:50:18 PM,95,78,Sunday,22,1,Cloudy,25-34,Food,Medium,57,92,Happy Hour,New,Recommend Metro Nightclub
CHK0432,USR0156,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/23/2024 01:38:30 PM,89,45,Thursday,13,0,Clear,45+,Food,Low,51,80,Dinner Special,New,Recommend Seaside Restaurant
CHK0433,USR0069,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/05/2024 12:56:21 PM,97,46,Tuesday,12,0,Cloudy,25-34,Food,Medium,56,87,Retail Promotion,New,Recommend Seaside Restaurant
CHK0434,USR0176,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/03/2024 04:50:19 PM,81,76,Sunday,16,1,Sunny,35-44,Fitness,High,58,69,Weekend Party,New,Recommend Metro Nightclub
